hs_code,description,uom,custom_duty_code
8404.2000,Condensers for steam or other vapour power units,,20
8404.9010,For machines of heading 8404.1000,,0
8404.9090,Other,,15
8405.1000,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers",,0
8405.9000,Parts,,0
8406.1000,Turbines for marine propulsion,,0
8406.8100,Of an output exceeding 40 MW,,0
8406.8200,Of an output not exceeding 40 MW,,0
8406.9000,Parts,,0
8407.1000,Aircraft engines,,0
8407.2100,Outboard motors,,0
8407.2900,Other,,0
8407.3110,For vehicles of heading 87.11,,35
8407.3190,Other,,35
8407.3210,For vehicles of heading 87.11,,35
8407.3290,Other,,35
8407.3310,"For vehicles of sub-headings 8703.2113, 8703.2195, 8703.2240, 8704.3130 and 8704.3190",,35
8407.3390,Other,,35
8407.3400,"Of a cylinder capacity exceeding 1,000 cc",,35
8407.9010,Gas engines,,0
8407.9020,Of a kind used for the propulsion of vehicles of chapter 87,,35
8407.9090,Other,,20
8408.1000,Marine propulsion engines,,0
8408.2010,For agricultural tractors of sub - headings 8701.9220 and 8701.9320,,35
8408.2090,Other,,35
8408.9000,Other engines,,20
8409.1000,For aircraft engines,,0
8409.9110,Following components for engines as well as of vehicles of heading 87.11; (1) Cylinders (2) Cylinder Blocks (3) Cylinder Liners (4) Crank case and crank case covers (5) Cylinder head covers (6) Piston (7) Sprocket Cam (8) Cylinder head upto 70 cc,,35
8409.9120,"Following parts of engines for vehicles of Chapter 87: (1) Intake manifold for automotive engines as well as of motor cars of heading 87.03 (not exceeding 800cc) and vehicles of sub-headings 8703.2113, 8703.2195, 8703.2240, 8704.3130 and 8704.3190 (2) Cover cylinder head for automotive engines as well as of motor cars of heading 87.03 (not exceeding 800cc) and vehicles of sub-heading 8703.2113, 8703.2195, 8703.2240,",,35
8409.9130,Following components for vehicles of Chapter 87 (1) Rings and pistons (2) Cylinder Heads (3) Inlet or exhaust valves,,35
8409.9140,Other parts of engines for vehicles of Chapter 87,,35
8409.9150,Parts for marine engines,,0
8409.9191,CNG kits for vehicles of Chapter 87,,35
8409.9192,Parts for gas engine of heading 8407.9010,,0
8409.9199,Other,,35
8409.9910,Following parts of engines for vehicles of chapter 87; (1) Rings & Pistons (2) Cylinders (3) Cylinder Blocks (4) Cylinder Heads (5) Cylinder Liners,,35
8409.9920,"Following other parts of engines for vehicles of Chapter 87: (1) Inlet or exhaust valves for agricultural tractors of sub - headings 8701.9220 and 8701.9320 (2) Exhaust manifold, inlet manifold, blanking plate/ cover, scoop / lube oil reservoir, oil pan / sump with base, bracket rocker shaft, with or without support, tappet cover, timing case, Hub for idler gear and timing cover for agricultural tractors of sub - headings 8701.9220 and 8701.9320 (excluding 4x4 tractors) (3) Connecting rod cap, tappets / push rods and rocker arm for agricultural tractors (upto 60 kW) of sub - headings",,35
8409.9930,Other for engine of motor cars and vehicles,,35
8409.9940,Parts for marine engines,,0
8409.9991,CNG kits for vehicles of Chapter 87,,35
8409.9999,Other,,10
8410.1100,"Of a power not exceeding 1,000 kW",,0
8410.1200,"Of a power exceeding 1,000 kW but not exceeding 10,000 kW",,0
8410.1300,"Of a power exceeding 10,000 kW",,0
8410.9010,For machines of heading 8410.1100,,0
8410.9090,Other,,0
8411.1100,Of a thrust not exceeding 25 kN,,0
8411.1200,Of a thrust exceeding 25 kN,,0
8411.2100,"Of a power not exceeding 1,100 kW",,0
8411.2200,"Of a power exceeding 1,100 kW",,0
8411.8100,"Of a power not exceeding 5,000 kW",,0
8411.8200,"Of a power exceeding 5,000 kW",,0
8411.9100,Of turbo-jets or turbo-propellers,,0
8411.9900,Other,,0
8412.1000,Reaction engines other than turbo- jets,,0
8412.2100,Linear acting (cylinders),,0
8412.2900,Other,,0
8412.3100,Linear acting (cylinders),,0
8412.3900,Other,,0
8412.8010,Wind engines (wind mills),,0
8412.8090,Other,,0
8412.9010,For machines of heading 8412.3900 and 8412.8010,,0
8412.9020,"For machines of heading 8412.1000, 8412.2100,",,0
8412.9030,Of wind wheels,,0
8412.9040,Of wind engines,,0
8412.9050,Of hot air engines,,0
8412.9060,Of compressed air engines,,0
8412.9090,Other,,0
8413.1100,"Pumps for dispensing fuel or lubricants, of the type used in filling-stations or in garages",,10
8413.1910,"Pumps for dispensing chemicals, fitted with sensor",,0
8413.1990,Other,,20
8413.2000,"Hand pumps, other than those of subheading 8413.11 or 8413.19",,15
8413.3010,Diesel fuel injection pumps for vehicles of Chapter 87,,35
8413.3020,Following parts for Vehicles of sub - headings 8701.9220 and 8701.9320: (1) Oil pump assembly (2) Water pump for internal combustion piston engines,,35
8413.3030,"Following parts of vehicles of Chapter 87; (1) Oil pump assembly for motor cars of heading 87.03 (not exceeding 800cc) and vehicles of sub-headings 8703.2113, 8703.2195, 8703.2240, 8704.3130 and 8704.3190 (2) Water pump for internal combustion piston engines for motor cars of heading 87.03 and vehicles of sub-heading 8703.2113, 8703.2195, 8703.2240, 8704.3130 and 8704.3190",,35
8413.3040,Oil pump for vehicles of heading 87.11,,35
8413.3050,Other for the vehicles of chapter 87,,35
8413.3090,Other,,20
8413.4000,Concrete pumps,,0
8413.5000,Other reciprocating positive displacement pumps,,20
8413.6011,For motor cars and vehicles,,35
8413.6019,Other,,0
8413.6090,Other,,20
8413.7011,Submersible pumps having 5 to 10 inches diameters,,10
8413.7019,Other,,5
8413.7090,Other,,20
8413.8100,Pumps,,20
8413.8200,Liquid elevators,,0
8413.9110,Stainless steel impellers,,0
8413.9120,Stainless steel fabricated laser welded chamber for pump bowl assembly,,0
8413.9130,"Other parts for machines of headings 8413.1910, 8413.4000, 8413.7011, 8413.7019 8413.6011, 8413.6019 and 8413.6090",,0
8413.9140,Other parts for machines of heading 8413.1100,,0
8413.9150,Plunger and other pumps parts for the vehicles of chapter 87,,35
8413.9190,Other,,20
8413.9200,Of liquid elevators,,10
8414.1000,#NAME?,,0
8414.2000,Hand- or foot- operated air pumps,,0
8414.3010,Used with HCFC and non-CFC gases,,0
8414.3020,For vehicles of chapter 87,,35
8414.3090,Other,,10
8414.4000,Air compressors mounted on a wheeled chassis for towing,,0
8414.5110,Ceiling fan,,20
8414.5120,Pedestal fan,,20
8414.5130,Table fan,,20
8414.5140,Exhaust fan,,20
8414.5190,Other,,20
8414.5910,Blowers including portable type with self contained electric motor,,20
8414.5990,Other,,20
8414.6000,Hoods having a maximum horizontal side not exceeding 120 cm,,20
8414.7000,Gas-tight biological safety cabinets,,15
8414.8010,Piston type air compressors,,15
8414.8020,Screw compressors,,15
8414.8030,CNG compressors,,15
8414.8040,Air curtains,,15
8414.8051,For motor cars and vehicles,,35
8414.8059,Other,,15
8414.8090,Other,,15
8414.9010,Of machines of heading 8414.1000 and 8414.3010,,0
8414.9020,Of machines of heading 8414.3090,,0
8414.9090,Other,,15
8415.1011,In CKD/SKD condition,,20
8415.1019,Other,,20
8415.1021,In CKD/SKD condition,,20
8415.1029,Other,,20
8415.1031,In CKD/SKD condition,,20
8415.1039,Other,,20
8415.1091,In CKD/SKD condition,,20
8415.1099,Other,,20
8415.2010,"For motor cars of heading 87.03 and vehicles of sub headings 8703.2113, 8703.2193, 8703.2195, 8703.2240 and 8704.3130",,35
8415.2090,Other,,35
8415.8110,In CKD/SKD condition,,20
8415.8190,Other,,20
8415.8210,In CKD/SKD condition,,20
8415.8290,Other,,20
8415.8310,In CKD/SKD condition,,20
8415.8390,Other,,20
8415.9011,Enamelled and coated for antirust purposes,,15
8415.9012,for vehicles of chapter 87,,35
8415.9019,Other,,15
8415.9021,For vehicles of chapter 87,,35
8415.9029,Other,,15
8415.9030,Covers for inner body.,,15
8415.9091,For use with air conditioning machines of PCT headings 8415.2010 and 8415.2090,,35
8415.9099,Other,,20
8416.1000,Furnace burners for liquid fuel,,0
8416.2000,"Other furnace burners, including combination burners",,0
8416.3000,"Mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances",,0
8416.9000,Parts,,0
8417.1010,Kilns,,0
8417.1090,Other,,0
8417.2000,"Bakery ovens, including biscuit ovens",,0
8417.8000,Other,,0
8417.9000,Parts,,0
8418.1010,In CKD/SKD condition,,20
8418.1090,Other,,20
8418.2110,In CKD/SKD condition,,20
8418.2190,Other,,20
8418.2910,In CKD/SKD condition,,20
8418.2990,Other,,20
8418.3010,In CKD/SKD condition,,20
8418.3090,Other,,20
8418.4010,In CKD/SKD condition,,20
8418.4090,Other,,20
8418.5000,"Other furniture (chests, cabinets, display counters, show cases and the like) for storage and display, incorporating refrigerating or freezing equipment.",,20
8418.6100,Heat pumps other than air conditioning machines of heading 84.15.,,20
8418.6910,Milk chillers above 3000 litre capacity,,10
8418.6920,Refrigerating machines with engine fitted on a common base for refrigerator containers,,10
8418.6931,In CKD/SKD condition,,20
8418.6939,Other,,20
8418.6940,Refrigerated out door cabinet designed for insertion of electric and electronic apparatus,,20
8418.6990,Other,,20
8418.9100,Furniture designed to receive refrigerating or freezing equipment,,20
8418.9910,Evaporators (roll bond / fin / tube on plate types),,0
8418.9920,Wire condensers,,10
8418.9930,Of machine of heading 8418.6910,,10
8418.9990,Other,,20
8419.1110,In CKD/SKD condition,,15
8419.1190,Other,,20
8419.1210,In CKD/SKD condition,,15
8419.1290,Other,,20
8419.1910,In CKD/SKD condition,,15
8419.1990,Other,,20
8419.2000,"Medical, surgical or laboratory sterilisers",,0
8419.3300,"Lyophilisation apparatus, freeze drying units and spray dryers",,0
8419.3400,"Other, for agricultural products",,0
8419.3500,"Other, for wood, paper pulp, paper or paperboard",,0
8419.3900,Other,,0
8419.4000,Distilling or rectifying plant,,20
8419.5000,Heat exchange units,,20
8419.6010,Mist eliminator,,0
8419.6090,Other,,0
8419.8100,For making hot drinks or for cooking or heating food,,20
8419.8910,Cooling tower,,20
8419.8990,Other,,20
8419.9010,"Of machines of heading 8419.2000, 8419.3100, 8419.3200, 8419.3900 & 8419.6000",,0
8419.9020,Of machine of heading 8419.4000 and 8419.5000,,15
8419.9090,Other,,20
8420.1000,Calendering or other rolling machines,,0
8420.9100,Cylinders,,0
8420.9900,Other,,0
8421.1100,Cream separators,,0
8421.1200,Clothes-dryers,,20
8421.1900,Other,,10
8421.2100,For filtering or purifying water,,15
8421.2200,For filtering or purifying beverages other than water,,15
8421.2310,"For motor cars of heading 87.03, and vehicles of sub headings 8703.2113, 8703.2195, 8703.2240, 8704.3130, 8704.3190, 8703.3225 and vehicles of heading 87.11 (other than foam type)",,35
8421.2320,For vehicles of sub - headings 8701.9220 and 8701.9320,,35
8421.2390,Other,,35
8421.2900,Other,,20
8421.3110,"For vehicles of heading 87.03 (excluding wet type), vehicles of sub-headings 8704.2190, 8704.3130, 8704.3150, 8704.3190 and vehicles of heading 87.11 (other than foam type)",,35
8421.3190,Other,,35
8421.3200,"Catalytic converters or particulate filters, whether or not combined, for purifying or filtering exhaust gases from internal combustion engines",,20
8421.3910,Filter driers used with non-CFC refrigerant gases,,0
8421.3920,Filter driers used with CFC refrigerant gases 1,,0
8421.3930,Mist eleminator,,0
8421.3940,Air filters,,20
8421.3950,Filter bags,,20
8421.3990,Other,,20
8421.9110,Of machines of heading 8421.1100 & 8421.1900,,0
8421.9190,Other,,20
8421.9910,"Of machine of heading 8421.3910, 8421.3920 & 8421.3930",,0
8421.9990,Other,,20
8422.1100,Of the household type,,15
8422.1900,Other,,15
8422.2000,Machinery for cleaning or drying bottles or other containers,,0
8422.3000,"Machinery for filling, closing, sealing, or labelling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; machinery for aerating beverages",,0
8422.4000,Other packing or wrapping machinery (including heat shrink wrapping machinery),,0
8422.9010,Of dish washing machines,,0
8422.9090,Other,,5
8423.1000,"Personal weighing machines, including baby scales; household scales",,0
8423.2000,Scales for continuous weighing of goods on conveyors,,0
8423.3000,"Constant weight scales and scales for discharging a predetermined weight of material into a bag or container, including hopper scales",,0
8423.8100,Having a maximum weighing capacity not exceeding 30 kg,,0
8423.8200,"Having a maximum weighing capacity exceeding 30 kg but not exceeding 5,000 kg",,0
8423.8900,Other,,0
8423.9000,Weighing machine weights of all kinds; parts of weighing machinery,,0
8424.1000,"Fire extinguishers, whether or not charged",,20
8424.2010,For agriculture,,0
8424.2020,For industry,,0
8424.2090,Other,,20
8424.3000,Steam or sand blasting machines and similar jet projecting machines,,0
8424.4100,Portable sprayers,,0
8424.4900,Other,,0
8424.8200,Agricultural or horticultural,,0
8424.8900,Other,,0
8424.9010,"Of machines of heading 8424.2010, 8424.3000, 8424.4100, 8424.4900 & 8424.8200",,0
8424.9090,Other,,0
8425.1100,Powered by electric motor,,0
8425.1900,Other,,0
8425.3100,Powered by electric motor,,0
8425.3900,Other,,0
8425.4100,Built-in jacking systems of a type used in garages,,0
8425.4200,"Other jacks and hoists, hydraulic",,0
8425.4900,Other,,35
8426.1110,Not exceeding 400 metric ton,,10
8426.1190,Other,,0
8426.1210,Not exceeding 20 t,,0
8426.1290,Other,,0
8426.1910,Upto 400 metric ton,,0
8426.1990,Other,,0
8426.2000,Tower cranes,,0
8426.3000,Portal or pedestal jib cranes,,0
8426.4100,On tyres,,0
8426.4900,Other,,0
8426.9100,Designed for mounting on road vehicles,,10
8426.9900,Other,,15
8427.1000,Self- propelled trucks powered by an electric motor,,0
8427.2010,Of a capacity not exceeding 3 ton,,0
8427.2090,Other,,0
8427.9000,Other trucks,,0
8428.1010,Passenger lifts,,5
8428.1020,Skip hoists,,0
8428.2000,Pneumatic elevators and conveyors,,0
8428.3100,Specially designed for underground use,,0
8428.3200,"Other, bucket type",,0
8428.3300,"Other, belt type",,0
8428.3910,For cement plants,,0
8428.3990,Other,,0
8428.4000,Escalators and moving walkways,,0
8428.6000,"Teleferics, chair- lifts, ski- draglines; traction mechanisms for funiculars",,0
8428.7000,Industrial robots,,0
8428.9010,Hydraulic lift assembly / lift body (other than electronically controlled) for agricultural tractors of sub - headings 8701.9220 and 8701.9320,,35
8428.9020,Hydraulic lift assembly / lift body (other than electronically controlled)for other vehicles,,35
8428.9090,Other,,0
8429.1100,Track laying,,0
8429.1900,Other,,0
8429.2000,Graders and levellers,,0
8429.3000,Scrapers,,0
8429.4000,Tamping machines and road rollers,,0
8429.5100,Front-end shovel loaders,,0
8429.5200,Machinery with a 360o revolving superstructure,,0
8429.5900,Other,,0
8430.1000,Pile- drivers and pile extractors,,0
8430.2000,Snow- ploughs and snow- blowers,,0
8430.3100,Self propelled,,0
8430.3900,Other,,0
8430.4100,Self-propelled,,0
8430.4900,Other,,0
8430.5000,"Other machinery, self- propelled",,0
8430.6100,Tamping or compacting machinery,,0
8430.6900,Other,,0
8431.1000,Of machinery of heading 84.25,,0
8431.2000,Of machinery of heading 84.27,,0
8431.3100,"Of lifts, skip hoists or escalators",,0
8431.3900,Other,,0
8431.4100,"Buckets, shovels, grabs and grips",,0
8431.4200,Bulldozer or angledozer blades,,0
8431.4300,Parts for boring or sinking machinery of subheading 8430.41 or 8430.49,,0
8431.4900,Other,,0
8432.1010,Chisel ploughs,,0
8432.1090,Other,,0
8432.2100,Disc harrows,,0
8432.2910,Cultivators,,0
8432.2990,Other,,0
8432.3100,"No-till direct seeders, planters and transplanters",,0
8432.3900,Other,,0
8432.4100,Manure spreaders,,0
8432.4200,Fertiliser distributors,,0
8432.8010,Rotavators,,0
8432.8090,Other,,0
8432.9000,Parts,,0
8433.1100,"Powered, with the cutting device rotating in a horizontal plane",,0
8433.1900,Other,,0
8433.2000,"Other mowers, including cutters bars for tractor mounting",,0
8433.3000,Other haymaking machinery,,0
8433.4000,"Straw or fodder balers, including pick- up balers",,0
8433.5100,Combine harvestor-threshers,,0
8433.5200,Other threshing machinery,,0
8433.5300,Root or tuber harvesting machines,,0
8433.5900,Other,,0
8433.6000,"Machines for cleaning, sorting or grading eggs, fruit or other agricultural produce",,0
8433.9000,Parts,,0
8434.1000,Milking machines,,0
8434.2000,Dairy machinery,,0
8434.9000,Parts,,0
8435.1010,For beverage manufacturing,,0
8435.1090,Other,,0
8435.9000,Parts,,0
8436.1000,Machinery for preparing animal feeding stuffs,,0
8436.2100,Poultry incubators and brooders,,0
